Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2018-02-15 14:11:04.301 -0500,"Success",0:00:00,0,0,0,"20180215_141104.301/LogFile.txt","","",1
