Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2018-02-15 17:05:32.963 -0500,"Success",0:00:07,0,0,0,"20180215_170532.963/LogFile.txt","","",1
